Soil_Type,Soil_Moisture_%,Shear_Strength_kPa,Bearing_Capacity_kPa,Excavation_Depth_m,Retaining_Wall_Type,Support_System,Deformation_mm,Rainfall_mm_day,Temperature_C,Groundwater_Level_m,Seismic_Activity,Ground_Settlement_mm,Wall_Displacement_mm,Pore_Water_Pressure_kPa,Strain_Gauge,Risk_Level
Rock,25.263833269545824,274.50763723749674,338.4217341589085,13.411134997860001,Secant Pile,Bracing,23.726678131122036,17.801946979201766,12.740617169058805,4.107004005865431,1,57.99619805351111,7.014250639398339,493.5351290394668,31.12452525785969,2
Rock,29.681903232873612,110.87057414407482,443.86102121528035,4.917942004188058,Secant Pile,None,40.80283785571618,102.30512816189861,1.341149374597837,7.204160690923429,1,8.900317798267965,44.3282056315576,447.0784406448637,50.98925757308718,2
Silt,8.760422277588205,281.75863619907665,461.35347884911425,8.691413741850774,Sheet Pile,None,21.603364253330888,183.70430608862424,38.21082699337946,5.115361942347918,0,69.39921083892756,36.48863186680787,480.453767852526,86.30269481496236,1
Sand,19.853267883803376,65.06684757239022,446.266215768554,9.192875980017153,Secant Pile,Bracing,39.81953613098545,180.82273209590102,-1.2942559167496057,9.43565217156977,0,16.641428431093985,8.233513125365254,204.16944704815376,41.667008320637045,0
Clay,14.522271415775538,283.6090067013786,167.21756470406092,15.665894698284625,Sheet Pile,Anchors,29.77074008100542,31.305842683148242,15.061345185420059,0.4188039383877551,0,78.63673859616979,28.290899642973404,97.50903899875851,74.3865280888171,1
Sand,29.24785994536508,137.9056718099086,249.69779418584062,10.251178521248349,Secant Pile,Bracing,44.32977207511992,73.32754001929129,23.31345822529316,5.030683226320281,1,25.00567585101532,15.632815717760973,134.75609298025256,85.63740982148023,2
Rock,26.052973078392718,75.35520711230413,279.3577627085067,5.726408884079549,Diaphragm Wall,Anchors,20.547127617505495,123.82428000933925,28.052514948846444,5.842247888317181,0,41.70487283209009,8.911654945579173,275.2227027844762,31.001635582184896,1
Rock,25.958217617778445,171.4679397965814,502.2186038397525,7.5222594055409076,Sheet Pile,Bracing,30.21522099107394,31.878976954280436,11.068815334957872,9.20196986074274,1,35.04702023179279,42.95910997055542,406.95335522299496,39.27501835387099,2
Sand,16.717328994874258,114.19414193012699,239.3799362072765,6.976440215906456,Sheet Pile,Bracing,31.50093403094137,193.60443440914773,37.80044877986007,0.49158523621427586,1,85.88139146748568,20.17613832536147,117.56913988274385,35.65562236883563,2
Sand,15.37048755844163,121.2182254904807,205.35248193360158,29.273073543632055,Sheet Pile,Bracing,20.869147090023667,182.94986574553207,21.257553309285903,5.73499584935216,1,12.654445871340814,19.927185718269126,346.8791895173407,83.28558086179211,2
Sand,11.835176798267657,126.82249123157165,578.7240095190481,23.500897686798787,Secant Pile,Bracing,7.215602184374076,33.390035806893835,14.172927924615347,8.53629928527957,0,56.56448823847886,8.494333740331001,195.60992181778033,4.434686195360116,2
Rock,6.409387416273178,250.75647445816585,104.43164255673445,29.129559562278175,Diaphragm Wall,Anchors,4.677970345616778,24.231092252197083,-6.301765127137986,2.4192772811923655,1,14.206160944306223,19.153283804288932,203.54093257646906,30.842108882868004,2
Rock,26.61805940637633,184.79031916881362,598.9104278409891,14.87299313571353,Sheet Pile,Anchors,0.833577529981655,17.08169656165306,15.557920764484077,8.762923485239375,0,70.47958361321867,43.58084231644251,347.86297857106683,67.94085575951298,2
Clay,25.32252522825194,127.82692478900091,438.4106494286978,10.515949004891727,Sheet Pile,None,43.67671321226073,181.88873280732622,35.14047124486516,0.19043409274291823,1,90.50781277944812,18.156435524481797,260.1497387899491,56.54434995653427,2
Clay,29.992941832153264,202.5834458277296,514.2346497245585,24.55391632464804,Sheet Pile,Bracing,11.823745611934728,38.724761959092156,23.79975600217235,7.324546291337297,1,43.46076538672534,47.5801781249894,415.41498186169724,43.628935929369426,2
Rock,29.915920926847633,229.0376685557984,247.3096981730966,11.808855787110963,Sheet Pile,Anchors,10.575337464088403,83.25698570887094,35.76893495510151,9.33113221168653,1,48.80922602649759,47.31544496041937,120.16332934827217,53.99482272213844,2
Sand,18.885792640065688,118.15600018338344,107.15763883352999,11.083351090044404,Diaphragm Wall,Anchors,36.80177002130328,89.7702731304006,17.17064188296181,6.571976616400622,0,92.74228364827623,7.244932965367301,405.4767213951673,19.758458582831828,2
Sand,24.224685379512763,153.38727538133787,468.93475928076504,9.277661789611443,Secant Pile,Anchors,16.000805654369586,119.80220884271351,-3.4846062198034993,4.39029243980448,0,52.09913886493571,8.865562676132244,78.90586162583939,43.07166216080104,1
Clay,28.619143247060702,80.47152333423689,517.0722985003379,6.501332412054355,Diaphragm Wall,Bracing,25.30223462059183,14.347068749484993,-9.249808479026541,0.44881016472718027,1,48.75984380495609,43.13370351659446,137.32424611052227,50.1702984176349,2
Rock,26.241184766935287,95.28733738367008,470.2380659767596,9.92450264745268,Sheet Pile,None,8.125553264872815,45.35172348010319,6.677075069522516,9.201138133226287,0,57.83291027043042,19.63804594623596,345.2673715264244,90.11891219546017,1
Clay,11.18370254357994,220.2794634912457,171.4251436504193,12.593633208794968,Diaphragm Wall,Anchors,47.98728607309846,186.2980773837852,28.389475932378588,4.702962226915748,0,68.9229736362952,0.21869911415046683,434.71654542998203,26.083516280397635,1
Clay,16.263603382752336,95.35958692390673,476.7139611284845,21.197843619934723,Sheet Pile,Bracing,42.57907000086187,181.6820214537139,33.464294716793155,0.2899674433594801,1,10.688337508703139,13.69359098526855,163.70583248270708,86.78285021649326,2
Silt,8.228985378787375,181.29084591676505,484.4613910538205,4.689250739925193,Secant Pile,Anchors,43.18948114825017,156.25812948113844,6.26640590411812,6.898210713287619,1,82.1110527741516,29.881449659778,197.23622262301083,64.42414008259819,2
Silt,28.85127568146806,227.26156543060816,429.27025783502745,8.68368737096426,Secant Pile,Anchors,20.33868742860026,3.880249123643087,17.26096564857859,4.818372535762582,0,43.55050274532593,39.9632982979984,291.704336729033,2.0340831067600984,1
Silt,20.154365861272,76.71923077368595,483.0579663977931,24.84363828787526,Secant Pile,None,38.11806068535864,65.40135369922042,13.161539743874489,1.2434531744241073,1,7.234850989748553,6.669430854662978,145.20776292018604,72.46313368993937,2
Sand,10.716070137586568,191.8280549072259,522.960719838866,6.966891936761811,Sheet Pile,Anchors,7.193807769489008,125.59174706858155,12.578753139328533,2.1427180931025958,1,78.61826691982131,5.527068220836767,415.02031771437754,3.555187754905509,2
Rock,21.792517110146417,114.14069592534094,406.80205711872924,12.25141895610808,Diaphragm Wall,Anchors,0.4309501295890139,55.038042354695136,2.7241792260082764,0.6449068045584627,0,37.69499716862721,46.10463267861658,398.13649025259235,99.73811268138131,2
Rock,20.453206011447396,290.7317188093949,144.30235698483955,26.34579089016978,Secant Pile,Bracing,0.9986466289014062,181.91733901075546,-2.4995892233797896,5.742935397085736,0,10.036749509505395,37.55741839112913,115.38127038460172,87.26366876911979,2
Rock,13.954067950821013,170.88641167998117,343.8139048336054,7.182983400872952,Sheet Pile,Bracing,29.330086870228023,126.77789236648837,0.8178707027167214,6.220294792520092,1,63.377903954325056,29.48898003890392,258.72337931748444,29.734374754004566,2
Rock,7.8389398049907255,251.49813744378952,138.82466733580253,5.233894561691127,Sheet Pile,None,22.76974526239704,14.38134346328912,-6.956718706015964,5.057422983554444,0,88.01313534336417,38.4593394997964,398.6724949945796,25.741123019670543,2
Silt,21.78932988981999,187.55663553906544,303.77151551621546,16.082525867160292,Diaphragm Wall,Bracing,25.900767445425988,181.8011177671406,0.8971908002967375,8.17102133002615,0,88.77535094139863,21.442718065331924,201.79828899653666,38.14410821056089,2
Sand,18.00769252259483,60.853133213704794,303.5532445628138,11.165326804520483,Secant Pile,Bracing,0.37315702086097025,191.55333163524452,-9.49395063060413,8.610088213080136,1,95.76634748089732,37.92278736545633,334.89807022297924,35.616696531444305,2
Sand,24.30795979339098,208.2878438985056,133.00492207012078,18.21202584106406,Sheet Pile,None,21.134330982871287,15.542483678345098,24.499212034978804,6.1562439668312665,1,86.7705459766688,18.590149563726786,72.59590465590773,37.23378183853811,2
Silt,18.004087527799832,287.85083555166426,274.4102669847397,24.702732043053828,Diaphragm Wall,Anchors,35.90340806004304,106.47204697226297,7.400647406322559,0.12756479707430546,1,0.2140919345475223,12.204728624630118,323.9099422381931,31.82765461194804,2
Sand,26.304537507963502,200.4029550365828,155.4990493956574,6.703009180124066,Secant Pile,None,22.134685098371794,60.67285644283409,43.522959128479975,6.952296557477356,1,38.02411664133902,36.45067106464843,118.69384100027315,62.11334068483314,2
Silt,18.797670969362137,254.79721485669756,504.1176050046111,18.678875282965695,Diaphragm Wall,Bracing,36.610960315611116,78.56781529628047,0.6544377926963829,4.179992169203516,0,81.85425799055031,20.983614607863416,423.7624963015031,16.426366372062397,2
Rock,19.023449288384654,271.05161583710196,573.8440129822354,16.648736530526328,Diaphragm Wall,None,11.65094821984174,35.930243591068376,9.020571367027664,5.65557483226387,0,36.62530059984742,49.06885521630974,209.9522586112153,84.59812924460131,2
Silt,26.916340066458627,107.01994298723312,136.1582376289693,6.890127222356388,Sheet Pile,Anchors,40.65710022408627,115.61442040248251,9.681263725284328,6.490806020188844,1,60.15485063797061,17.47425911540505,176.69923822768806,81.24024840313153,2
Rock,15.087071655309925,103.01120997705667,577.5576036458507,19.847959109282524,Sheet Pile,None,29.421562022672614,191.59587064977813,-9.53516771656467,3.5023661432707676,1,60.6316947374532,46.086371026553294,428.40003952016826,47.64832078552704,2
Rock,8.350380711266018,202.74524721274793,361.2882996683726,10.388291282240834,Sheet Pile,Bracing,10.538154971495311,100.61452005432182,36.15643741717024,9.170985051717942,1,36.502530403882304,46.64812742835397,72.56481038231459,85.27299652785476,2
Clay,5.7195669078334745,152.75711745167618,249.78283897693694,16.17152660068834,Diaphragm Wall,Bracing,11.836023792691647,16.58291627889623,-8.240304692062141,1.339748667497812,1,90.44739272812876,12.092647353237307,228.47395970045514,24.71450700302933,2
Silt,23.878431391840476,259.9653257166801,138.43103763808176,5.221352755480671,Sheet Pile,None,31.40152322847685,124.00026669548167,41.70989091010828,6.715118072810374,0,50.32283453861176,39.911059079400665,216.50159325876413,1.7565455703966948,1
Clay,20.507738783836615,275.0057808495028,350.31213403520894,15.408769544767823,Diaphragm Wall,Anchors,41.496979660622166,68.04459889025141,39.064089310149136,0.04359579956580428,0,46.47842059375008,21.653725257228256,178.16016841229788,61.9207925029823,1
Silt,22.60199420248059,138.35534482567954,497.2577722453743,11.274513637156149,Diaphragm Wall,None,20.78138910145776,171.18503791825955,19.453705384727996,9.246511054051808,1,99.75137456618958,45.8762363615174,460.2894494006647,45.79094069647154,2
Silt,10.324104037722769,109.21763974362051,453.54323863334906,25.20429270200457,Sheet Pile,Anchors,12.91502145637961,86.93562966329405,19.897756620121065,1.125041332380915,1,49.35003640726167,22.50621363176194,387.917777082525,56.71645462958706,2
Clay,8.409286889669243,245.13137881096546,125.11300573198687,4.538425628928944,Secant Pile,Anchors,43.35058034553002,38.56792178844912,25.9577857625886,0.9488423014757463,0,17.839825192858104,37.2151858668683,78.76542388637245,89.9339409018403,1
Clay,5.363616641697048,118.70150888703402,136.45091768395176,14.302396422794908,Secant Pile,None,33.46341458754175,38.22112453822899,11.287750656418783,3.3300763305224423,0,51.306942286343805,23.348370458189894,371.6093522457293,96.99255735659435,1
Silt,13.764688970164924,255.6535796284196,301.4366413163185,15.377648451548826,Secant Pile,Anchors,22.404274364153824,153.75283614423208,25.597225586882054,3.735662860390806,0,81.401673551993,11.390037785642809,287.28460990795725,63.4453139755603,2
Sand,19.74794217136583,155.9345634121907,247.64524702397165,22.575164060076204,Diaphragm Wall,Bracing,24.395009763965092,53.11751966147198,-7.537738622133222,2.143000723228786,0,77.68603268982814,9.967506447234314,455.39055248071065,76.40555898524384,2
Rock,14.806101127493308,216.8874748228676,216.19216152802392,18.505764527435698,Diaphragm Wall,None,10.21282339681982,153.4466788318446,-7.027380495765039,5.851216609271247,1,78.8581765108471,21.27155971281728,190.8255278067613,8.380843348716427,2
Clay,15.936873050593226,73.88382845866704,240.5022494543568,21.01473310424289,Diaphragm Wall,Anchors,31.340131503242198,41.17746215331988,15.147673079074941,4.4291409804196356,0,70.80237839979118,37.77473285071075,308.3728998243123,16.07155848915056,2
Rock,27.60396736234371,205.96483116914325,501.74137164844234,23.980330712597414,Sheet Pile,Bracing,17.93712552714443,64.33727374026188,20.229226560831922,0.3417558904108742,0,25.42178290666882,30.25357425903834,275.33987363344374,73.32048049529766,2
Sand,13.70638667558251,162.94191968430727,564.614026815927,26.279480288771097,Diaphragm Wall,None,49.782258833717464,93.09739448793988,38.829970218470045,3.196520622553006,0,86.20840858402315,34.431464495027164,270.3024078024226,43.13654563880019,2
Sand,17.84973722899527,196.65211579386852,302.5513472637832,11.474638411506703,Sheet Pile,Bracing,24.009175763094394,188.63916993869015,-4.243665135065705,8.104329135731705,1,89.3443465376265,14.116317536597123,255.24742978274568,44.59652704044057,2
Sand,24.591325318528575,92.00355193621586,553.0555010662486,17.526613044825382,Sheet Pile,Bracing,24.29428030948066,186.34628495076493,35.24563599566392,6.897015348618686,1,19.415269661854907,24.071767297880275,142.53326398952657,30.86076816354366,2
Clay,14.913569558031753,234.21843623604553,260.74785062394096,25.682918117858396,Secant Pile,Bracing,28.292589370533594,41.37437508445756,1.552603551063827,7.248708535798805,0,13.045563655139391,2.21976324846635,390.06946512157674,60.735638347774376,2
Sand,20.552167505696836,265.69926938580716,338.21849317189583,29.715180536056522,Secant Pile,Anchors,45.83780015593734,71.64380824861456,11.674600668051752,6.981169240835236,0,97.56049685891121,40.876620797906035,253.10121473267992,18.51650454162026,2
Clay,26.55909271866863,104.18495002269391,213.01449890799987,27.017021398181605,Secant Pile,None,40.040904992987514,29.879877690754462,7.413133915507711,3.109730213830333,1,86.83239636503679,49.494608111993735,481.33232375117257,62.69162793138956,2
Sand,28.73801559144105,73.92863888004044,420.238021087922,13.029616090858173,Sheet Pile,None,22.556503489892073,101.99701586269943,12.008540007596945,0.9966392207677588,1,89.32361472099467,20.343953131233544,167.36379223674933,17.37988571352397,2
Rock,8.676837023225948,55.9096465115841,589.4905575874045,8.269495964903562,Sheet Pile,Anchors,35.9349632986398,92.11651013893332,-1.722747606007795,2.72467184033096,0,88.63763846243951,0.5481826565771675,357.2347278321685,6.382603470971359,2
Rock,28.16469062903736,210.4928751108165,401.7465480216893,16.213598509977896,Sheet Pile,None,29.31177493903808,180.1520324901465,17.696354092195524,8.317853001851592,1,54.168682403372834,8.489631977547369,473.3226858375988,33.0357688699061,2
Silt,17.302907326988453,201.77350902219519,278.90704205677446,23.024319199573142,Diaphragm Wall,Bracing,24.618352435062445,186.00107555821452,34.0903424407252,9.804707977830711,0,64.64017366657997,32.62634388752094,348.55624535724166,23.11403420098477,2
Rock,11.45610970747396,186.6743531785175,423.9087229952642,16.299364910339037,Sheet Pile,None,9.615788639217527,76.71347820145841,14.284370570839332,4.938470147415614,1,54.53628521336417,30.603965910192958,442.07280842782757,88.89916385563323,2
Silt,16.478393905956533,107.98677402899386,161.4603392326938,16.045883309469048,Secant Pile,Anchors,23.196813172744545,98.34758860379789,16.98374667440095,0.0970035492304222,0,5.1206349190329075,39.39323597927719,422.36643189065273,5.49534538686266,1
Rock,29.500814382136927,147.72649897637865,544.3295401326993,25.632221369208615,Secant Pile,Bracing,12.290929351128732,179.24724982922663,36.68221719047229,1.4004481213422904,0,74.55030853527727,12.694200548053407,212.05297197005171,17.661369257412286,2
Clay,17.31545234982174,198.61908379654326,351.5419753899182,12.757902034814032,Sheet Pile,Anchors,45.74210749258273,161.34156154901228,28.833196305091697,3.220805753162658,1,50.53320333358803,38.181595777356705,320.0557729727734,54.87196055830494,2
Rock,13.218790257187706,174.19171471479234,324.674871019821,26.21445621991443,Sheet Pile,Bracing,16.770340674817348,0.7312622689298554,16.97499246858816,5.785853485929497,0,64.77090747902298,34.39920107618349,120.31760291511002,48.10671908474736,2
Silt,20.835021357918144,296.94638005372184,392.9323942267596,13.983729625696537,Secant Pile,Bracing,47.613200726668616,64.0119128367165,4.173260650404881,0.7509364580531397,1,50.263980497553526,16.140724885692165,290.98664721301975,4.585201837470154,2
Silt,11.003640469454826,84.10993813918328,412.3919313947012,11.862293853315164,Sheet Pile,None,26.65276450473556,84.35484838722518,38.670971076473165,9.433572987098817,1,49.181132232245595,27.274407402848098,153.68988731645175,0.7252428015144474,2
Sand,6.896583202716598,223.78613851189846,135.88790311325653,15.257727602391872,Secant Pile,Bracing,31.577218933808016,45.94325673664634,21.736122092980708,3.6508367328440072,1,17.178910947776682,7.363690424916336,384.6815667286005,98.80679419611499,2
Clay,8.22199304776623,151.07969202607302,441.3086106117012,23.58606788422145,Diaphragm Wall,Anchors,27.14702222446639,39.91432317918775,2.1631185560881363,9.125842179248231,0,27.871371514114895,22.628225171779132,287.6262898514561,65.88347003588382,2
Rock,8.20114597394431,157.04990373140367,220.96584015776477,6.402054752327846,Secant Pile,None,6.469030848335045,7.5569013191359335,4.80158639509057,7.805218027570218,0,15.88526919439558,44.05986697778205,235.05231318424723,36.54061309015568,2
Sand,8.797567337807358,229.39944141454407,456.9763162532949,8.30331882854447,Diaphragm Wall,Anchors,18.79106095039705,128.6739450139521,34.17231989149352,7.554372725155812,0,19.566629562534242,21.05956899126954,170.9586932751399,47.04322476632413,1
Rock,8.470679316235254,223.10903783109242,511.2673971920984,28.689010292903482,Sheet Pile,Bracing,4.957305613881196,52.50205809663313,-7.571994085189949,6.06719579782232,1,97.29773804203049,41.9783353237711,499.4143168285791,26.655012045428695,2
Rock,21.021868620080365,297.8139984255471,501.9792537762601,7.738273939296649,Sheet Pile,Anchors,31.147702209169086,10.469435686262617,44.565070286585104,6.267838170518446,0,15.311344577219844,29.51266826298472,82.2697343982197,34.48737836932098,1
Sand,9.54700210997862,82.0985723635313,376.25048370394455,18.328637584138473,Diaphragm Wall,Anchors,22.343709760021945,46.195862105612726,-2.8306576156864525,6.380032352162481,0,26.927042430520764,9.593835655117838,69.602306257589,64.90444672682139,1
Sand,13.64168208309658,76.02741234604159,360.0849461553756,18.64149059987232,Sheet Pile,Bracing,38.89924857854684,160.3827905672253,33.78376889683156,6.287213870255821,0,59.058965773858496,29.05531223489482,147.76583022223906,88.28117988673708,1
Sand,27.419710247650297,231.0847042821853,171.43798066970587,16.21986047535661,Diaphragm Wall,None,11.023524049968492,170.29783632930932,11.712642422442556,5.537282313983613,0,61.017857623664185,25.299166457853172,486.98260638251884,18.413002308118486,1
Sand,16.84904100657181,194.59672925160228,487.67307520156777,20.4081217115741,Sheet Pile,Anchors,8.228302921466746,96.61324903866053,17.07189008081068,9.864140184828889,1,15.397412974382906,19.9320667598192,490.657175743993,84.03615053853187,2
Sand,21.68894346302568,118.54016663995147,235.70469022335718,9.205321596535697,Secant Pile,Bracing,20.31661154818839,83.21413408173723,38.435781760551784,7.322905674256961,0,79.37174257852124,5.981521975803517,344.7174806474612,12.155662951826907,1
Rock,9.307996780040746,69.85484224724665,348.3477114089733,17.9218812299722,Sheet Pile,None,46.329269160919054,195.57073870035634,12.710115427406727,7.769463883925212,1,78.5202867912825,20.835433192361492,446.04800024288215,21.49922235883912,2
Sand,9.80722547021677,71.41456239910764,242.13704646375837,13.048677891666223,Secant Pile,None,35.52109075062059,40.11293191761398,19.562156452027896,8.724628150836741,1,23.731770420389108,3.6381188119813554,146.28277887835793,3.7175288049645983,2
Clay,6.021715406661972,273.5477186660296,166.91418149984656,20.865016009988103,Secant Pile,None,20.946181239645934,43.071856570921696,-7.288518567495653,2.1563976272584915,1,28.866630267546046,4.938452569937563,487.4189423794806,14.081186209299945,2
Silt,9.223376576804114,97.96683117968573,414.7788484458683,6.813035671075036,Diaphragm Wall,Anchors,25.863608487715528,58.37343540727995,-9.870888937290076,0.8380415909506078,1,93.7987865459497,20.795826646635803,114.2531825628041,91.73031454640505,2
Sand,11.964758475798966,130.8428905288802,127.16601741145192,18.41369025466586,Sheet Pile,Anchors,4.210650558854917,34.551463656217464,3.4639930150949247,4.828944365985986,0,82.5671445979478,15.269074098423186,95.50633468174622,45.94387466183786,2
Sand,9.42526210691867,106.664100556747,474.3226170631,8.00229959534974,Diaphragm Wall,Anchors,49.22879481880565,75.87311964083732,27.4320701105322,5.140806956192732,0,69.77970330625239,46.277216293111174,100.4951926612728,7.7665861778353555,2
Rock,7.21756334392639,138.74907645798433,258.79339763055833,10.523362704105983,Sheet Pile,None,33.32036523474595,182.16684539795077,-3.3304308652474814,8.291817799499178,0,8.223322151060053,18.785290269013526,307.9075654726541,95.97268380389613,1
Sand,8.015896777515021,67.35596068652335,100.06734650224266,8.905164608736747,Secant Pile,Anchors,14.270203423171123,123.06956812571485,-3.743092265749782,4.437835792823357,1,41.82640809025757,37.89290610360501,401.43848032312354,87.899230775865,2
Sand,16.519469200818143,179.76494772706758,355.5645696186149,7.936620056458062,Secant Pile,Bracing,29.290419710762215,82.38930972245274,12.602833441974681,5.708530255443128,0,55.9301872076827,26.512376318312135,215.0002300435849,75.46825208681412,1
Sand,10.158342960144813,66.90314089805372,123.42595426380157,25.294195692138008,Sheet Pile,Anchors,5.474118303449699,186.88215891424295,25.631037123452458,5.270709385134583,1,18.741128798377694,35.204283432116775,490.0531945037569,93.34727919475579,2
Rock,14.106746526201887,250.0891269555904,238.08477891044973,10.714104326844039,Sheet Pile,Anchors,48.29183344037918,9.692846495164464,29.163959573636177,0.38202783757391057,0,44.82265821082245,13.00579915076996,245.48906215324826,22.012942083576416,1
Sand,17.58543177137142,108.42802047760826,453.4882437278581,28.03234211034013,Diaphragm Wall,None,8.739249394168297,42.055235580372276,-0.18521292458938632,6.15214896596914,0,60.102587748869,47.095248641916456,117.70184784794733,83.63692930100864,2
Silt,22.25987071573413,185.00297865112765,131.34481081093293,29.188016184320155,Sheet Pile,Anchors,32.40151590276071,113.1777210203518,-5.622651894537666,8.280432857742522,0,32.737668011539924,26.504424845721196,259.6850366837615,68.99911963543062,2
Rock,5.982803496027474,270.01977189036455,519.6692461780012,18.42403268830163,Sheet Pile,Bracing,12.272723126946522,123.11052463863584,41.72183686700493,1.5750054807580383,1,78.09448189504872,41.56620356426248,355.5667244400979,86.97592495676884,2
Silt,24.985259972726066,212.71934226179854,101.90996132929155,6.861030311974613,Sheet Pile,None,35.87806913242679,7.911501312522629,4.336651040915594,5.943317339265958,0,84.04495816388055,18.252284673805676,424.5016012269704,79.69115657426298,2
Rock,20.697509737272696,183.23944663783382,223.41193460095113,13.112802571248693,Diaphragm Wall,Bracing,38.841068362014056,80.60775158142644,36.93405736847981,5.936105444464143,1,32.36094694340708,5.010567452526226,256.4457304804668,34.6495063176825,2
Sand,7.043975798721798,131.08343827884391,470.45202807603573,24.53877111040178,Sheet Pile,None,33.670986445571636,129.83079296617456,37.492029775455,1.6418496405635874,1,83.86571544924571,33.68558238604244,317.12307172212536,77.43985370172555,2
Silt,26.83946560266943,133.25047826454949,258.1350748646534,12.919549674820903,Secant Pile,None,30.724973012759627,139.6141092806803,32.488742546939946,1.2346357373073602,1,10.357656610301502,0.38798241687122426,170.30512047148403,26.245630298489033,2
Rock,28.02181001329533,217.37173879954753,150.94619403300675,5.349464894175297,Diaphragm Wall,Anchors,44.623454697600586,127.62798050325385,-0.7141516341086458,9.800519429764847,0,83.77290986226564,23.764648828275416,340.6624368824813,32.859216302805486,2
